;Rank;Guild;Realm;ItemsLvl;name;class;faction;gender;race;url_with_background;url_character;ID
497;498; ;Свежеватель Душ;481.63;Дождичка;hunter;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/soulflayer/103/130100839-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/103/130100839-main-raw.png;дождичка-свежеватель душ
12456;12457;Немыслимо;Ревущий фьорд;477.44;Докторморо;death-knight;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/57/137669689-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/57/137669689-main-raw.png;докторморо-ревущий фьорд
3482;3483; ;Свежеватель Душ;479.75;Домеканна;druid;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/soulflayer/148/196617108-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/148/196617108-main-raw.png;домеканна-свежеватель душ
41346;41347;Тёмная фантазия;Свежеватель Душ;473.5;Доминошенька;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/soulflayer/163/200837027-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/163/200837027-main-raw.png;доминошенька-свежеватель душ
34018;34019;Раскол миров;Гордунни;474.38;Донсан;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/120/199322744-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/120/199322744-main-raw.png;донсан-гордунни
1016;1017; ;Свежеватель Душ;480.94;Доромугар;warrior;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/soulflayer/165/198764709-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/165/198764709-main-raw.png;доромугар-свежеватель душ
36784;36785;Пылающие души;Гордунни;474.06;Дочьсвета;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/150/170801302-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/150/170801302-main-raw.png;дочьсвета-гордунни
6293;6294; ;Свежеватель Душ;479.06;Драггрей;death-knight;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/soulflayer/205/168977101-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/205/168977101-main-raw.png;драггрей-свежеватель душ
6510;6511;Северный испас;Ревущий фьорд;479.06;Драгдилэр;druid;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/howling-fjord/154/165911194-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/154/165911194-main-raw.png;драгдилэр-ревущий фьорд
3906;3907; ;Гордунни;479.63;Драгонрор;warrior;alliance;MALE;worgen;https://render-eu.worldofwarcraft.com/character/gordunni/101/101914981-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/101/101914981-main-raw.png;драгонрор-гордунни
19963;19964;Ретроспектива;Ревущий фьорд;476.13;Драддил;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/118/161939830-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/118/161939830-main-raw.png;драддил-ревущий фьорд
38028;38029;Кладбище Талантов;Ревущий фьорд;473.94;Драйвайп;warlock;horde;FEMALE;goblin;https://render-eu.worldofwarcraft.com/character/howling-fjord/53/138618421-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/53/138618421-main-raw.png;драйвайп-ревущий фьорд
34178;33843;Нет столько времени;Свежеватель Душ;474.38;Драмеда;priest;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/30/95121182-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/30/95121182-main-raw.png;драмеда-свежеватель душ
39512;39513;Трофеи Войны;Свежеватель Душ;473.75;Дрипи;druid;horde;FEMALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/soulflayer/247/201608695-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/247/201608695-main-raw.png;дрипи-свежеватель душ
4658;4659; ;Свежеватель Душ;479.44;Дрифтинг;mage;horde;MALE;vulpera;https://render-eu.worldofwarcraft.com/character/soulflayer/90/169064538-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/90/169064538-main-raw.png;дрифтинг-свежеватель душ
5275;5276; ;Вечная Песня;479.25;Дрогт;warrior;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/eversong/255/164812287-main.jpg;https://render-eu.worldofwarcraft.com/character/eversong/255/164812287-main-raw.png;дрогт-вечная песня
18480;18481;Пылающий Рассвет;Ревущий фьорд;476.38;Друуй;warlock;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/howling-fjord/250/164781818-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/250/164781818-main-raw.png;друуй-ревущий фьорд
432;433; ;Ревущий фьорд;481.69;Дубдк;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/97/162277217-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/97/162277217-main-raw.png;дубдк-ревущий фьорд
30159;30160;Сердце Волка;Гордунни;474.81;Дубогрызз;mage;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/gordunni/122/181262714-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/122/181262714-main-raw.png;дубогрызз-гордунни
14807;14808; ;Свежеватель Душ;477.0;Дурострел;hunter;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/soulflayer/61/199117373-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/61/199117373-main-raw.png;дурострел-свежеватель душ
23354;23355;В Р Ы В;Гордунни;475.69;Дурочкаа;rogue;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/209/157921745-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/209/157921745-main-raw.png;дурочкаа-гордунни
16284;15974;тотали спайс;Гордунни;476.75;Дусяш;priest;alliance;FEMALE;lightforged-draenei;https://render-eu.worldofwarcraft.com/character/gordunni/212/198892756-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/212/198892756-main-raw.png;дусяш-гордунни
23808;23809;Странный дом в тум..;Вечная Песня;475.63;Дуумвокер;warlock;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/eversong/235/199646699-main.jpg;https://render-eu.worldofwarcraft.com/character/eversong/235/199646699-main-raw.png;дуумвокер-вечная песня
3557;3558; ;Ревущий фьорд;479.69;Душерез;hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/88/119216728-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/88/119216728-main-raw.png;душерез-ревущий фьорд
4962;4963; ;Гордунни;479.31;Дымчик;priest;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/17/199367953-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/17/199367953-main-raw.png;дымчик-гордунни
8032;8033;Аскетиз;Ревущий фьорд;478.69;Дэбич;hunter;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/236/165335020-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/236/165335020-main-raw.png;дэбич-ревущий фьорд
42570;42571;Жрущие в ночи;Ревущий фьорд;473.31;Дэдашот;hunter;horde;FEMALE;undead;https://render-eu.worldofwarcraft.com/character/howling-fjord/87/166520151-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/87/166520151-main-raw.png;дэдашот-ревущий фьорд
7038;6891; ;Гордунни;478.94;Дэдфрост;mage;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/206/63844814-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/206/63844814-main-raw.png;дэдфрост-гордунни
27548;27549;Стражи Древнего Леса;Седогрив;475.13;Дэимон;warlock;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/greymane/59/241403195-main.jpg;https://render-eu.worldofwarcraft.com/character/greymane/59/241403195-main-raw.png;дэимон-седогрив
4116;4117; ;Гордунни;479.56;Дэйвол;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/158/193402782-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/158/193402782-main-raw.png;дэйвол-гордунни
4414;4415;Реюнион;Свежеватель Душ;479.5;Дэйфик;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/156/162087068-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/156/162087068-main-raw.png;дэйфик-свежеватель душ
28789;28790;Пушистый легион;Свежеватель Душ;475.0;Дэнигрейс;hunter;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/soulflayer/64/200337984-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/64/200337984-main-raw.png;дэнигрейс-свежеватель душ
4166;4167; ;Гордунни;479.56;Дэнито;hunter;alliance;MALE;mechagnome;https://render-eu.worldofwarcraft.com/character/gordunni/100/197978212-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/100/197978212-main-raw.png;дэнито-гордунни
9109;9110; ;Свежеватель Душ;478.25;Дэриал;death-knight;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/soulflayer/168/183720360-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/168/183720360-main-raw.png;дэриал-свежеватель душ
20726;20727;Статика;Гордунни;476.06;Дэсказ;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/113/166505585-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/113/166505585-main-raw.png;дэсказ-гордунни
156;157; ;Ясеневый лес;482.44;Дэсстрайк;death-knight;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/ashenvale/121/148984185-main.jpg;https://render-eu.worldofwarcraft.com/character/ashenvale/121/148984185-main-raw.png;дэсстрайк-ясеневый лес
2992;2993; ;Вечная Песня;479.88;Дэтрия;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/eversong/76/167274316-main.jpg;https://render-eu.worldofwarcraft.com/character/eversong/76/167274316-main-raw.png;дэтрия-вечная песня
2798;2799; ;Гордунни;479.94;Дэхауль;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/168/194637224-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/168/194637224-main-raw.png;дэхауль-гордунни
6775;6776; ;Ревущий фьорд;479.0;Дюплекс;rogue;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/howling-fjord/242/162740466-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/242/162740466-main-raw.png;дюплекс-ревущий фьорд
14069;14070; ;Гордунни;477.13;Дюсх;rogue;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/76/189899084-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/76/189899084-main-raw.png;дюсх-гордунни
24367;24368;Великие Инквизиторы;Свежеватель Душ;475.56;Дядягора;warrior;horde;MALE;highmountain-tauren;https://render-eu.worldofwarcraft.com/character/soulflayer/213/175028693-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/213/175028693-main-raw.png;дядягора-свежеватель душ
6076;6077; ;Гордунни;479.13;Дятьмороз;warrior;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/125/188940925-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/125/188940925-main-raw.png;дятьмороз-гордунни
6046;6047; ;Свежеватель Душ;479.13;Еаши;mage;alliance;MALE;void-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/134/179896198-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/134/179896198-main-raw.png;еаши-свежеватель душ
27610;27611;НАЛЕВО;Ревущий фьорд;475.13;Евангеллион;monk;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/howling-fjord/178/154554290-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/178/154554290-main-raw.png;евангеллион-ревущий фьорд
10103;10104;ПеЧёНочНеЦа;Черный Шрам;478.0;Евахиллер;priest;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/blackscar/68/199533636-main.jpg;https://render-eu.worldofwarcraft.com/character/blackscar/68/199533636-main-raw.png;евахиллер-черный шрам
22423;22424;Йота;Ревущий фьорд;475.81;Евея;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/151/154968215-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/151/154968215-main-raw.png;евея-ревущий фьорд
10151;10152;Инициация;Свежеватель Душ;478.0;Евсь;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/83/165206867-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/83/165206867-main-raw.png;евсь-свежеватель душ
5946;5947; ;Свежеватель Душ;479.13;Егордемон;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/80/202043472-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/80/202043472-main-raw.png;егордемон-свежеватель душ
27358;27359;Бастион;Азурегос;475.19;Егорко;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/azuregos/241/17286129-main.jpg;https://render-eu.worldofwarcraft.com/character/azuregos/241/17286129-main-raw.png;егорко-азурегос
24171;24172;Дальзон;Гордунни;475.56;Ежид;rogue;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/29/194616605-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/29/194616605-main-raw.png;ежид-гордунни
28613;28614; ;Свежеватель Душ;475.0;Ейлайнис;druid;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/soulflayer/241/199254257-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/241/199254257-main-raw.png;ейлайнис-свежеватель душ
10458;10459;Незаконные исследо..;Гордунни;477.88;Еларрия;druid;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/189/178816957-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/189/178816957-main-raw.png;еларрия-гордунни
5154;5155;Эгида;Ревущий фьорд;479.31;Елкор;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/167/149963943-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/167/149963943-main-raw.png;елкор-ревущий фьорд
3564;3565; ;Голдринн;479.69;Елринг;hunter;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/goldrinn/164/129532068-main.jpg;https://render-eu.worldofwarcraft.com/character/goldrinn/164/129532068-main-raw.png;елринг-голдринн
2076;2077; ;Ревущий фьорд;480.19;Емпачер;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/161/169801121-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/161/169801121-main-raw.png;емпачер-ревущий фьорд
6981;6982; ;Ревущий фьорд;478.94;Ендай;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/howling-fjord/59/151703099-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/59/151703099-main-raw.png;ендай-ревущий фьорд
1139;1140; ;Гордунни;480.81;Епатий;death-knight;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/134/180190342-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/134/180190342-main-raw.png;епатий-гордунни
1864;1865;Призрачный прогресс;Ткач Смерти;480.31;Ерасер;warlock;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/deathweaver/159/241400479-main.jpg;https://render-eu.worldofwarcraft.com/character/deathweaver/159/241400479-main-raw.png;ерасер-ткач смерти
6269;6270; ;Свежеватель Душ;479.06;Ерсе;death-knight;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/soulflayer/35/189378595-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/35/189378595-main-raw.png;ерсе-свежеватель душ
36181;36182;Всё правильно;Ревущий фьорд;474.13;Естудей;demon-hunter;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/92/163529564-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/92/163529564-main-raw.png;естудей-ревущий фьорд
40027;40028;Трискель;Борейская тундра;473.63;Есьче;rogue;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/borean-tundra/150/237919638-main.jpg;https://render-eu.worldofwarcraft.com/character/borean-tundra/150/237919638-main-raw.png;есьче-борейская тундра
23342;23343; ;Гордунни;475.69;Еххос;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/gordunni/222/195059422-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/222/195059422-main-raw.png;еххос-гордунни
30644;30645;Экзорсус Олд;Ревущий фьорд;474.81;Ешидо;hunter;horde;MALE;vulpera;https://render-eu.worldofwarcraft.com/character/howling-fjord/10/164190218-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/10/164190218-main-raw.png;ешидо-ревущий фьорд
5259;5260; ;Голдринн;479.25;Еэль;paladin;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/goldrinn/227/88476131-main.jpg;https://render-eu.worldofwarcraft.com/character/goldrinn/227/88476131-main-raw.png;еэль-голдринн
11550;11551;Абракадабра;Гордунни;477.63;Жабиказде;priest;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/220/193607388-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/220/193607388-main-raw.png;жабиказде-гордунни
5006;5007; ;Азурегос;479.31;Жакер;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/azuregos/111/164415343-main.jpg;https://render-eu.worldofwarcraft.com/character/azuregos/111/164415343-main-raw.png;жакер-азурегос
40521;40522;Клан Неспящие;Свежеватель Душ;473.56;Жако;hunter;horde;MALE;zandalari-troll;https://render-eu.worldofwarcraft.com/character/soulflayer/53/203075125-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/53/203075125-main-raw.png;жако-свежеватель душ
28161;28162;Гладиатор дошел до..;Ревущий фьорд;475.06;Жеглов;death-knight;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/249/147838201-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/249/147838201-main-raw.png;жеглов-ревущий фьорд
9622;9623; ;Свежеватель Душ;478.13;Жекамастер;druid;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/soulflayer/196/84060612-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/196/84060612-main-raw.png;жекамастер-свежеватель душ
19487;19488;Лутоморье;Дракономор;476.19;Женаинхотепа;shaman;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/fordragon/233/132178921-main.jpg;https://render-eu.worldofwarcraft.com/character/fordragon/233/132178921-main-raw.png;женаинхотепа-дракономор
22177;22178;Стигма;Ревущий фьорд;475.81;Женщинэ;hunter;horde;FEMALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/95/134287967-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/95/134287967-main-raw.png;женщинэ-ревущий фьорд
48414;48415;На одном дыхании;Дракономор;472.63;Жертвасвета;paladin;alliance;MALE;human;https://render-eu.worldofwarcraft.com/character/fordragon/190/153825214-main.jpg;https://render-eu.worldofwarcraft.com/character/fordragon/190/153825214-main-raw.png;жертвасвета-дракономор
26968;26969; ;Галакронд;475.25;Животтное;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/galakrond/94/164770142-main.jpg;https://render-eu.worldofwarcraft.com/character/galakrond/94/164770142-main-raw.png;животтное-галакронд
3342;3343; ;Свежеватель Душ;479.75;Жизнец;priest;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/230/182351078-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/230/182351078-main-raw.png;жизнец-свежеватель душ
19467;19468;Спящий пробудился;Борейская тундра;476.19;Жиропупсик;mage;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/borean-tundra/84/237836372-main.jpg;https://render-eu.worldofwarcraft.com/character/borean-tundra/84/237836372-main-raw.png;жиропупсик-борейская тундра
42786;42787;Лайт Эдишн;Ревущий фьорд;473.31;Жмакайкнопы;warrior;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/247/66041335-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/247/66041335-main-raw.png;жмакайкнопы-ревущий фьорд
38048;38049;Пассивная агрессия;Ревущий фьорд;473.94;Жож;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/200/149803464-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/200/149803464-main-raw.png;жож-ревущий фьорд
41279;41280;Название утеряно;Ревущий фьорд;473.5;Жоржжик;warrior;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/3/128332803-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/3/128332803-main-raw.png;жоржжик-ревущий фьорд
6297;6298; ;Гордунни;479.06;Жоселин;death-knight;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/gordunni/106/187256682-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/106/187256682-main-raw.png;жоселин-гордунни
890;891;Тне Вооту Вау;Ревущий фьорд;481.06;Жучьерыло;warlock;horde;MALE;nightborne;https://render-eu.worldofwarcraft.com/character/howling-fjord/200/142220232-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/200/142220232-main-raw.png;жучьерыло-ревущий фьорд
10857;10858;Гордость Альянса;Ревущий фьорд;477.81;Заамакс;rogue;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/44/153690412-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/44/153690412-main-raw.png;заамакс-ревущий фьорд
4788;4789;Веснушки Азерота;Гордунни;479.38;Забиянка;shaman;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/gordunni/120/150019448-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/120/150019448-main-raw.png;забиянка-гордунни
6993;6994; ;Гордунни;478.94;Завликашка;hunter;alliance;FEMALE;human;https://render-eu.worldofwarcraft.com/character/gordunni/152/198842264-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/152/198842264-main-raw.png;завликашка-гордунни
39071;39072; ;Ревущий фьорд;473.75;Загурбадо;warlock;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/36/166651684-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/36/166651684-main-raw.png;загурбадо-ревущий фьорд
8536;8537;Дозор Ночи;Свежеватель Душ;478.44;Заклюю;druid;horde;FEMALE;troll;https://render-eu.worldofwarcraft.com/character/soulflayer/215/172504791-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/215/172504791-main-raw.png;заклюю-свежеватель душ
48408;48409;Сын маминой подруги;Ревущий фьорд;472.63;Закнафей;paladin;horde;MALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/18/132515090-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/18/132515090-main-raw.png;закнафей-ревущий фьорд
28717;28718;Братство без знамён;Ревущий фьорд;475.0;Законник;shaman;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/howling-fjord/17/162501905-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/17/162501905-main-raw.png;законник-ревущий фьорд
201;202; ;Свежеватель Душ;482.25;Замич;shaman;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/soulflayer/113/187887473-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/113/187887473-main-raw.png;замич-свежеватель душ
12628;12629;Едем в Копенгаген;Свежеватель Душ;477.38;Запирби;druid;horde;MALE;tauren;https://render-eu.worldofwarcraft.com/character/soulflayer/124/186587004-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/124/186587004-main-raw.png;запирби-свежеватель душ
44395;44396;Тактика галактика;Свежеватель Душ;473.13;Зарешал;shaman;horde;MALE;orc;https://render-eu.worldofwarcraft.com/character/soulflayer/154/171954330-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/154/171954330-main-raw.png;зарешал-свежеватель душ
5583;5584; ;Борейская тундра;479.19;Застольный;druid;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/borean-tundra/116/237912180-main.jpg;https://render-eu.worldofwarcraft.com/character/borean-tundra/116/237912180-main-raw.png;застольный-борейская тундра
22749;22750;Воля Тёмной Госпожи;Ревущий фьорд;475.75;Зафродо;paladin;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/40/151899432-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/40/151899432-main-raw.png;зафродо-ревущий фьорд
2433;2434; ;Ревущий фьорд;480.06;Захватпокоев;druid;horde;MALE;troll;https://render-eu.worldofwarcraft.com/character/howling-fjord/97/159173729-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/97/159173729-main-raw.png;захватпокоев-ревущий фьорд
48785;48786;Великие Инквизиторы;Свежеватель Душ;472.56;Звонкая;priest;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/soulflayer/37/147252005-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/37/147252005-main-raw.png;звонкая-свежеватель душ
45180;45181;Райдо;Ревущий фьорд;473.0;Здтяночка;demon-hunter;horde;FEMALE;blood-elf;https://render-eu.worldofwarcraft.com/character/howling-fjord/236/162661356-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/236/162661356-main-raw.png;здтяночка-ревущий фьорд
3355;3356; ;Гордунни;479.75;Землячков;demon-hunter;alliance;FEMALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/16/201221392-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/16/201221392-main-raw.png;землячков-гордунни
37139;37140;Немыслимо;Ревущий фьорд;474.0;Зендайре;mage;horde;FEMALE;nightborne;https://render-eu.worldofwarcraft.com/character/howling-fjord/113/155863153-main.jpg;https://render-eu.worldofwarcraft.com/character/howling-fjord/113/155863153-main-raw.png;зендайре-ревущий фьорд
27880;27881;У меня лапки;Дракономор;475.13;Зеттагерц;hunter;alliance;MALE;gnome;https://render-eu.worldofwarcraft.com/character/fordragon/252/162829308-main.jpg;https://render-eu.worldofwarcraft.com/character/fordragon/252/162829308-main-raw.png;зеттагерц-дракономор
13278;13279;Филадельфия;Гордунни;477.25;Ззю;priest;alliance;FEMALE;draenei;https://render-eu.worldofwarcraft.com/character/gordunni/164/191394468-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/164/191394468-main-raw.png;ззю-гордунни
6991;6992; ;Гордунни;478.94;Зибанежад;demon-hunter;alliance;MALE;night-elf;https://render-eu.worldofwarcraft.com/character/gordunni/140/199401868-main.jpg;https://render-eu.worldofwarcraft.com/character/gordunni/140/199401868-main-raw.png;зибанежад-гордунни
24948;24949;Странный дом в тум..;Вечная Песня;475.5;Зиимний;mage;horde;MALE;undead;https://render-eu.worldofwarcraft.com/character/eversong/132/183111556-main.jpg;https://render-eu.worldofwarcraft.com/character/eversong/132/183111556-main-raw.png;зиимний-вечная песня
5801;5802; ;Свежеватель Душ;479.19;Зиназловещая;shaman;horde;FEMALE;tauren;https://render-eu.worldofwarcraft.com/character/soulflayer/187/107476411-main.jpg;https://render-eu.worldofwarcraft.com/character/soulflayer/187/107476411-main-raw.png;зиназловещая-свежеватель душ
